name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"11.0511, 106.7568",2022-07-27T01:00:00,24.8,24.8,23.4,91.94,0.2,81,rain,0,0,4.3,3.2,298.9,1006,100,15.3,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T02:00:00,24.7,24.7,23.3,91.75,0,38.1,,0,0,11.5,5.2,284.9,1005.7,99.9,18.2,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-27T03:00:00,24.7,24.7,23.2,91.56,0,38.1,,0,0,18.7,7.1,270.9,1005.3,99.9,21.2,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-27T04:00:00,24.7,24.7,23.2,91.38,4.2,38.1,rain,0,0,25.9,9,256.9,1005,99.8,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-27T05:00:00,24.8,24.8,23.1,90.47,0,38.1,,0,0,29.2,10.7,257.3,1005.7,95.6,24.1,5.7,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-27T06:00:00,24.9,24.9,23.1,89.57,0,38.1,,0,0,32.4,12.4,257.8,1006.3,91.3,24.1,11.3,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-27T07:00:00,25.1,25.1,23.1,88.68,1.7,38.1,rain,0,0,35.6,14,258.2,1007,87.1,24.1,17,0.1,0,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-27T08:00:00,26.2,26.2,23.2,83.75,0,81,rain,0,0,35.3,16.9,257.9,1007,90.8,21.8,150,0.6,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T09:00:00,27.3,30.4,23.4,79.14,0,81,rain,0,0,34.9,19.8,257.6,1007,94.5,19.6,283,1,3,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T10:00:00,28.5,32.3,23.6,74.83,1.8,81,rain,0,0,34.6,22.7,257.3,1007,98.2,17.3,416,1.5,4,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T11:00:00,28.3,32.1,23.6,75.71,0,81,rain,0,0,34.3,23.2,257.7,1006.7,98.8,14,450.3,1.6,5,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T12:00:00,28.1,31.9,23.6,76.6,0,81,rain,0,0,34.1,23.6,258,1006.3,99.4,10.6,484.7,1.8,5,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T13:00:00,28,31.6,23.7,77.5,4,81,rain,0,0,33.8,24.1,258.4,1006,100,7.3,519,1.9,5,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T14:00:00,27.1,29.9,23.4,80.23,0,95.2,rain,0,0,37.7,22.9,257.2,1005.7,100,12.9,409.7,1.5,4,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T15:00:00,26.2,26.2,23.1,83.09,0,95.2,rain,0,0,41.5,21.7,256.1,1005.3,100,18.5,300.3,1.1,3,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T16:00:00,25.4,25.4,22.9,86.07,1.6,95.2,rain,0,0,45.4,20.5,254.9,1005,100,24.1,191,0.7,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T17:00:00,25.1,25.1,22.6,86.04,0,95.2,rain,0,0,45,19.2,250.1,1005.7,100,24.1,131,0.5,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T18:00:00,24.8,24.8,22.3,86.01,0,95.2,rain,0,0,44.6,17.9,245.4,1006.3,100,24.1,71,0.2,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T19:00:00,24.6,24.6,22.1,85.99,0,95.2,rain,0,0,44.3,16.6,240.6,1007,100,24.1,11,0,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-27T20:00:00,24.4,24.4,22.3,87.91,0,38.1,,0,0,43.3,15.1,240,1007.7,100,23.3,7.3,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-27T21:00:00,24.2,24.2,22.5,89.88,0,38.1,,0,0,42.4,13.7,239.3,1008.3,100,22.4,3.7,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-27T22:00:00,24.1,24.1,22.7,91.9,0.1,38.1,rain,0,0,41.4,12.2,238.7,1009,100,21.6,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-27T23:00:00,24.1,24.1,22.7,91.71,0,38.1,,0,0,41.3,12.6,236.4,1008.3,100,22.4,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T00:00:00,24.2,24.2,22.7,91.53,0,38.1,,0,0,41.2,13,234,1007.7,100,23.3,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T01:00:00,24.3,24.3,22.8,91.35,0.3,38.1,rain,0,0,41,13.3,231.7,1007,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T02:00:00,24.1,24.1,22.6,91.34,0,42.9,,0,0,41.5,13.4,234.2,1006.7,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T03:00:00,23.9,23.9,22.4,91.33,0,42.9,,0,0,42,13.6,236.8,1006.3,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T04:00:00,23.8,23.8,22.3,91.32,0,42.9,,0,0,42.5,13.7,239.3,1006,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T05:00:00,23.9,23.9,22.4,91.7,0,42.9,,0,0,42.2,13.3,244.8,1006.3,100,24.1,2.3,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T06:00:00,23.9,23.9,22.6,92.08,0,42.9,,0,0,42,13,250.2,1006.7,100,24.1,4.7,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T07:00:00,24.1,24.1,22.8,92.46,0.5,42.9,rain,0,0,41.8,12.6,255.7,1007,100,24.1,7,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-28T08:00:00,24.6,24.6,22.7,89.54,0,66.7,rain,0,0,40.8,14.5,257.8,1007.3,100,24.1,45,0.1,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T09:00:00,25.1,25.1,22.7,86.74,0,66.7,rain,0,0,39.8,16.4,259.9,1007.7,100,24.1,83,0.3,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T10:00:00,25.6,25.6,22.7,84.02,0.2,66.7,rain,0,0,38.9,18.4,262,1008,100,24.1,121,0.4,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T11:00:00,25.6,25.6,22.5,83.01,0,66.7,rain,0,0,38.3,18.1,261.3,1007.7,100,24.1,147.7,0.5,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T12:00:00,25.6,25.6,22.3,82.01,0,66.7,rain,0,0,37.7,17.9,260.5,1007.3,100,24.1,174.3,0.6,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T13:00:00,25.6,25.6,22.1,81.01,0.1,66.7,rain,0,0,37.1,17.6,259.8,1007,100,24.1,201,0.7,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T14:00:00,25.7,25.7,22.1,80.7,0,71.4,rain,0,0,35.5,17,260.2,1006.7,100,22.1,156.3,0.5,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T15:00:00,25.8,25.8,22.2,80.39,0,71.4,rain,0,0,34,16.4,260.6,1006.3,100,20.2,111.7,0.4,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T16:00:00,26,26,22.3,80.08,0.6,71.4,rain,0,0,32.4,15.8,261,1006,100,18.2,67,0.2,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T17:00:00,25.6,25.6,22.3,81.68,0,71.4,rain,0,0,26.2,12.7,248.1,1006.7,100,20.2,54.7,0.2,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T18:00:00,25.3,25.3,22.3,83.32,0,71.4,rain,0,0,19.9,9.6,235.2,1007.3,100,22.1,42.3,0.1,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T19:00:00,25,25,22.3,84.99,0.4,71.4,rain,0,0,13.7,6.5,222.3,1008,100,24.1,30,0.1,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T20:00:00,24.8,24.8,21.9,84.11,0,57.1,rain,0,0,13.9,7,227.3,1008.3,100,24.1,20,0.1,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T21:00:00,24.7,24.7,21.7,83.25,0,57.1,rain,0,0,14.2,7.4,232.2,1008.7,100,24.1,10,0,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T22:00:00,24.6,24.6,21.4,82.39,0,57.1,rain,0,0,14.4,7.9,237.2,1009,100,24.1,0,,0,3,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-28T23:00:00,24.2,24.2,21.5,84.91,0,57.1,rain,0,0,11.3,6.8,243.5,1008.3,97.6,19,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T00:00:00,23.9,23.9,21.7,87.51,0,57.1,rain,0,0,8.2,5.8,249.9,1007.7,95.1,13.8,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T01:00:00,23.6,23.6,21.9,90.2,0.7,57.1,rain,0,0,5,4.7,256.2,1007,92.7,8.7,0,,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T02:00:00,23.5,23.5,22.1,91.86,0,38.1,,0,0,4.3,3.8,250.9,1007,95.1,9.2,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-29T03:00:00,23.4,23.4,22.3,93.55,0,38.1,,0,0,3.6,3,245.7,1007,97.6,9.7,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-29T04:00:00,23.4,23.4,22.6,95.27,2.5,38.1,rain,0,0,2.9,2.2,240.4,1007,100,10.2,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-29T05:00:00,23.5,23.5,22.7,95.28,0,38.1,,0,0,3.2,2,255.2,1007.3,95.8,14.8,1.3,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-29T06:00:00,23.6,23.6,22.8,95.28,0,38.1,,0,0,3.6,1.9,269.9,1007.7,91.5,19.5,2.7,0,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-29T07:00:00,23.8,23.8,23,95.29,2.2,38.1,rain,0,0,4,1.8,284.7,1008,87.3,24.1,4,0,0,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-29T08:00:00,25.1,25.1,22.7,86.56,0,52.4,rain,0,0,12.7,6.8,280.9,1008.3,69.2,24.1,93,0.3,1,10,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-29T09:00:00,26.4,26.4,22.4,78.69,0,52.4,rain,0,0,21.5,11.9,277.2,1008.7,51,24.1,182,0.7,2,10,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-29T10:00:00,27.7,30.2,22.1,71.58,0.3,52.4,rain,0,0,30.2,16.9,273.4,1009,32.9,24.1,271,1,3,10,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-29T11:00:00,28.4,31.3,22.3,69.7,0,52.4,rain,0,0,28.9,17.9,268.2,1008.3,53.6,20.1,450,1.6,5,10,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-29T12:00:00,29.1,32.4,22.5,67.89,0,52.4,rain,0,0,27.6,18.8,262.9,1007.7,74.4,16.1,629,2.3,6,10,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-29T13:00:00,29.8,33.6,22.8,66.13,1.5,52.4,rain,0,0,26.3,19.8,257.7,1007,95.1,12.1,808,2.9,8,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T14:00:00,28.7,32.2,22.9,71.05,0,61.9,rain,0,0,26.3,17.4,254.5,1006.3,94.5,16.1,610.7,2.2,6,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T15:00:00,27.6,30.7,23.1,76.37,0,61.9,rain,0,0,26.3,15,251.3,1005.7,94,20.1,413.3,1.5,4,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T16:00:00,26.6,26.6,23.3,82.13,2,61.9,rain,0,0,26.3,12.6,248.1,1005,93.4,24.1,216,0.8,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T17:00:00,26.4,26.4,23.3,82.77,0,61.9,rain,0,0,23.2,11.6,239.8,1005.7,95.6,24.1,163.7,0.6,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T18:00:00,26.3,26.3,23.3,83.43,0,61.9,rain,0,0,20,10.7,231.4,1006.3,97.8,24.1,111.3,0.4,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T19:00:00,26.2,26.2,23.3,84.09,0.9,61.9,rain,0,0,16.9,9.7,223.1,1007,100,24.1,59,0.2,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-29T20:00:00,26,26,23.3,85.26,0,38.1,,0,0,16.9,9.4,222.1,1007.3,100,24.1,39.3,0.1,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-29T21:00:00,25.8,25.8,23.3,86.45,0,38.1,,0,0,16.9,9,221.2,1007.7,100,24.1,19.7,0.1,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-29T22:00:00,25.6,25.6,23.4,87.66,1.3,38.1,rain,0,0,16.9,8.6,220.2,1008,100,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-29T23:00:00,25.4,25.4,23.3,88.53,0,38.1,,0,0,15.6,7.6,230.9,1007.7,91.6,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-30T00:00:00,25.2,25.2,23.3,89.41,0,38.1,,0,0,14.3,6.5,241.5,1007.3,83.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-30T01:00:00,25,25,23.3,90.3,0,38.1,,0,0,13,5.4,252.2,1007,74.9,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-30T02:00:00,24.7,24.7,23.1,90.47,0,33.3,,0,0,9.8,4.7,251.6,1006.7,51.8,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-30T03:00:00,24.5,24.5,22.9,90.63,0,33.3,,0,0,6.7,4,251,1006.3,28.7,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-30T04:00:00,24.3,24.3,22.7,90.8,0,33.3,,0,0,3.6,3.2,250.4,1006,5.6,24.1,0,,0,10,Clear,clear-night,
"11.0511, 106.7568",2022-07-30T05:00:00,24.8,24.8,22.8,88.66,0,33.3,,0,0,7.1,3.7,251.4,1006.7,37.1,24.1,14.3,0.1,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-30T06:00:00,25.3,25.3,22.9,86.58,0,33.3,,0,0,10.6,4.2,252.3,1007.3,68.5,24.1,28.7,0.1,0,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-30T07:00:00,25.8,25.8,23,84.56,0,33.3,,0,0,14,4.7,253.3,1008,100,24.1,43,0.2,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-30T08:00:00,26.9,29.5,23,79.09,0,52.4,rain,0,0,19.9,9.5,257.4,1008,100,24.1,188.3,0.7,2,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-30T09:00:00,28.1,31.4,23,74.02,0,52.4,rain,0,0,25.8,14.3,261.4,1008,100,24.1,333.7,1.2,3,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-30T10:00:00,29.3,33.1,23.1,69.31,0,52.4,rain,0,0,31.7,19.1,265.5,1008,100,24.1,479,1.7,5,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-30T11:00:00,29.9,34,23,66.43,0,52.4,rain,0,0,30.7,19,267.5,1007.3,96.5,24.1,445.3,1.7,4,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-30T12:00:00,30.6,34.9,22.9,63.68,0,52.4,rain,0,0,29.8,18.8,269.5,1006.7,93.1,24.1,411.7,1.5,4,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-30T13:00:00,31.3,35.7,22.9,61.06,0.1,52.4,rain,0,0,28.8,18.7,271.5,1006,89.6,24.1,378,1.4,4,30,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-30T14:00:00,30.9,35.3,23.1,63.23,0,57.1,rain,0,0,28.3,17.6,263.6,1005.3,84.8,24.1,391,1.4,4,30,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-30T15:00:00,30.4,35,23.3,65.48,0,57.1,rain,0,0,27.8,16.6,255.7,1004.7,79.9,24.1,404,1.5,4,30,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-30T16:00:00,30.1,34.6,23.5,67.81,1.4,57.1,rain,0,0,27.4,15.5,247.8,1004,75.1,24.1,417,1.5,4,30,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-30T17:00:00,29,33.1,23.4,71.68,0,57.1,rain,0,0,29,15.2,239.2,1004.3,79.4,24.1,321.7,1.2,3,30,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-30T18:00:00,28,31.4,23.3,75.81,0,57.1,rain,0,0,30.7,15,230.6,1004.7,83.8,24.1,226.3,0.8,2,30,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-30T19:00:00,27,29.6,23.3,80.22,1.3,57.1,rain,0,0,32.4,14.8,222,1005,88.1,24.1,131,0.5,0,10,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-30T20:00:00,26.8,29.3,23.3,81.16,0,28.6,,0,0,30.6,13.7,226.3,1005.7,85,24.1,87.3,0.3,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-30T21:00:00,26.6,26.6,23.3,82.13,0,28.6,,0,0,28.8,12.6,230.7,1006.3,81.9,24.1,43.7,0.2,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-30T22:00:00,26.4,26.4,23.3,83.1,0,28.6,,0,0,27,11.5,235,1007,78.8,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-30T23:00:00,26,26,23.1,84.07,0,28.6,,0,0,22.7,10.1,238.2,1006.3,74.3,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-31T00:00:00,25.6,25.6,22.9,85.06,0,28.6,,0,0,18.4,8.6,241.3,1005.7,69.9,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-31T01:00:00,25.3,25.3,22.8,86.06,0,28.6,,0,0,14,7.2,244.5,1005,65.4,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-31T02:00:00,25.1,25.1,22.7,86.57,0,23.8,,0,0,11.2,6.4,245.4,1004.7,60.9,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-31T03:00:00,25,25,22.7,87.08,0,23.8,,0,0,8.3,5.5,246.3,1004.3,56.4,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-31T04:00:00,24.9,24.9,22.7,87.6,0,23.8,,0,0,5.4,4.7,247.2,1004,51.9,24.1,0,,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-31T05:00:00,25.5,25.5,22.9,85.73,0,23.8,,0,0,13.8,6.2,249.5,1004.7,63.8,24.1,19,0.1,0,10,Partially cloudy,partly-cloudy-night,
"11.0511, 106.7568",2022-07-31T06:00:00,26.1,26.1,23.1,83.91,0,23.8,,0,0,22.2,7.8,251.7,1005.3,75.7,24.1,38,0.1,0,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-31T07:00:00,26.7,26.7,23.4,82.14,0,23.8,,0,0,30.6,9.4,254,1006,87.6,24.1,57,0.2,1,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-31T08:00:00,27.7,30.9,23.3,77,0,33.3,,0,0,31.1,14.2,258.3,1006,87.6,21.7,234.7,0.8,2,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-31T09:00:00,28.7,32.5,23.2,72.21,0,33.3,,0,0,31.6,19,262.7,1006,87.5,19.3,412.3,1.5,4,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-31T10:00:00,29.8,33.9,23.2,67.75,0.9,33.3,rain,0,0,32,23.8,267,1006,87.5,16.9,590,2.1,6,10,Partially cloudy,partly-cloudy-day,
"11.0511, 106.7568",2022-07-31T11:00:00,29.9,34.3,23.3,67.65,0,33.3,,0,0,29.8,21,255.6,1005.3,91.7,13.4,637.3,2.3,6,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-31T12:00:00,30.1,34.6,23.4,67.54,0,33.3,,0,0,27.5,18.2,244.1,1004.7,95.8,10,684.7,2.4,7,30,Overcast,cloudy,
"11.0511, 106.7568",2022-07-31T13:00:00,30.3,35,23.6,67.44,2.3,33.3,rain,0,0,25.2,15.5,232.7,1004,100,6.5,732,2.6,7,30,Overcast,cloudy,
"11.0511, 106.7568",2022-07-31T14:00:00,30,34.6,23.4,67.94,0,47.6,rain,0,0,28.6,18.2,231.5,1003.7,93.3,12.4,584,2.1,6,30,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-31T15:00:00,29.8,34.2,23.4,68.44,0,47.6,rain,0,0,31.9,21,230.2,1003.3,86.7,18.2,436,1.5,4,30,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-31T16:00:00,29.6,33.7,23.3,68.95,3,47.6,rain,0,0,35.3,23.8,229,1003,80,24.1,288,1,3,10,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-31T17:00:00,28.6,32.1,23,72.03,0,47.6,rain,0,0,35.3,21.4,229.3,1003.7,86.7,24.1,213.3,0.7,2,10,"Rain, Partially cloudy",rain,
"11.0511, 106.7568",2022-07-31T18:00:00,27.6,30.4,22.8,75.29,0,47.6,rain,0,0,35.3,19,229.5,1004.3,93.3,24.1,138.7,0.5,1,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-31T19:00:00,26.6,26.6,22.6,78.72,0.3,47.6,rain,0,0,35.3,16.6,229.8,1005,100,24.1,64,0.2,0,10,"Rain, Overcast",rain,
"11.0511, 106.7568",2022-07-31T20:00:00,26.2,26.2,22.7,80.93,0,28.6,,0,0,31.2,13.7,223.3,1005.7,96.8,24.1,42.7,0.2,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-31T21:00:00,25.9,25.9,22.8,83.22,0,28.6,,0,0,27.1,10.8,216.8,1006.3,93.7,24.1,21.3,0.1,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-31T22:00:00,25.6,25.6,23,85.57,0,28.6,,0,0,23,7.9,210.3,1007,90.5,24.1,0,,0,10,Overcast,cloudy,
"11.0511, 106.7568",2022-07-31T23:00:00,25.5,25.5,23,86.25,0,28.6,,0,0,16.9,6.8,211.2,1006.7,93.7,24.1,0,,0,10,Overcast,cloudy,
